"cpg","seqnames","start","end","GREAT_annotation","UCSC_RefGene_Group","UCSC_RefGene_Accession","UCSC_RefGene_Name","Relation_to_Island","state","estimate","se","pVal.fixed","pVal.random","pValQ","direction","pVal.final","fdr","GASPARONI_estimate","GASPARONI_se","GASPARONI_pValue","GASPARONI_fdr","LONDON_estimate","LONDON_se","LONDON_pValue","LONDON_fdr","MtSinai_estimate","MtSinai_se","MtSinai_pValue","MtSinai_fdr","ROSMAP_estimate","ROSMAP_se","ROSMAP_pValue","ROSMAP_fdr","isDEJager","isMtSinai","isLunnon","isGasparoni","isAnyPreviousStudy","isGasparoniNeuron","isGasparoniGlia","isGasparoniGeneNeuron","isGasparoniGeneGlia","isDEJager_gene","isMtSinai_gene","isLunnon_gene","isGasparoni_gene","isAnyPreviousStudy_gene"
"cg23871276","chr7",1577697,1577698,"MAFK (+7348); TMEM184A (+18368)","5'UTR","NM_002360","MAFK","S_Shore","Flanking Active TSS",0.0311691116697922,0.0059838219959162,1.89966657789866e-07,1.89966657789866e-07,0.54695455760356,"++++",1.89966657789866e-07,0.000169531135642471,0.0182742191159651,0.0223601198999855,0.417987999137854,0.999927573044146,0.0365095156098498,0.00989240655765703,0.000380753072678459,0.170617117188808,0.0450177797479543,0.0152802131281293,0.00384435164480327,0.3792079,0.0234594602435504,0.00935501597362267,0.0123924615917038,0.734035349279665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg24460126","chr1",179713828,179713829,"FAM163A (+1531); TOR1AIP2 (+133105)","5'UTR","NM_173509","FAM163A","Island","Repressed PolyComb",0.0225810403490426,0.00433868944080772,1.94439696750768e-07,1.94439696750768e-07,0.986140823790935,"++++",1.94439696750768e-07,0.000172269598714659,0.0295917108271265,0.0191114957654587,0.128385861006993,0.999927573044146,0.0220779143198218,0.00791027579213464,0.00640133740845113,0.416343686966947,0.0226086632510521,0.0110406501264127,0.0426946941429575,0.6167281,0.0221466842710062,0.00617802191772146,0.000362398457079981,0.30927408467853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg24302412","chr6",29595196,29595197,"GABBR1 (+5765); OR2H2 (+39514)","Body","NM_001470;NM_021903;NM_021904","GABBR1","N_Shore","Active TSS",0.030487081093894,0.00585845262981197,1.95098933634544e-07,1.95098933634544e-07,0.595663086005911,"++++",1.95098933634544e-07,0.000172269598714659,0.0413761672439575,0.0225090186794874,0.0724946591897571,0.999927573044146,0.0196957973679072,0.010375768784848,0.0608326010632938,0.682128021768206,0.0378639079802741,0.00974011347231268,0.0001641153777025,0.1543853,0.0306218951665846,0.0116777492894058,0.008937744861844,0.69665,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"cg14622996","chr6",32109801,32109802,"FKBPL (-11734); PRRT1 (+9927)",NA,NA,NA,"OpenSea","Quiescent/Low",-0.0291183688180373,0.00559520812602372,1.94874086635338e-07,1.94874086635338e-07,0.572264717174587,"----",1.94874086635338e-07,0.000172269598714659,-0.00825841718632783,0.0287431779513535,0.77515962900608,0.999927573044146,-0.0419156894937494,0.0121870635803107,0.000881732594385565,0.234713863945741,-0.0323988767414526,0.0140673288538462,0.0229371761501369,0.5533488,-0.0250281967208112,0.00726513629173888,0.00060745637013097,0.3539831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg05133205","chr6",32121249,32121250,"PRRT1 (-1521); PPT2-EGFL8 (-749); PPT2 (-50)","TSS1500;TSS200","NM_005155;NM_138717","PPT2","N_Shore","Active TSS",0.0396282212642019,0.00761470901156435,1.94868171470196e-07,1.94868171470196e-07,0.985748466054165,"++++",1.94868171470196e-07,0.000172269598714659,0.0440378907925761,0.0230751658122043,0.0625842266942846,0.999927573044146,0.0410893428430162,0.0111185181103744,0.000374408633095287,0.170121930470383,0.0342888398435109,0.0177988894174351,0.0563353819122472,0.6451426,0.0388405954907726,0.0155749596392701,0.0128837129119506,0.736682985604991,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"cg06097370","chr10",21604082,21604083,"NEBL (-417552); SKIDA1 (+210528)",NA,NA,NA,"OpenSea","Enhancers",0.0168843834450487,0.00324438450810619,1.94847803240205e-07,1.94847803240205e-07,0.804560880001625,"++++",1.94847803240205e-07,0.000172269598714659,0.0151387367156746,0.0130448158773457,0.251825773466797,0.999927573044146,0.0231052326048349,0.00705438445321333,0.00149407270248326,0.271470179673735,0.015180829704372,0.00817291970127635,0.0656187987027993,0.6635616,0.0152335626481069,0.00430090736194371,0.000425297722522093,0.326947,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg01372366","chr11",48041783,48041784,"OR4B1 (-196560); PTPRJ (+39671)","Body","NM_001098503;NM_002843","PTPRJ","OpenSea","Enhancers",-0.0327700402995747,0.00629780253173525,1.95665932872306e-07,0.000584555315536751,0.103152938225229,"----",1.95665932872306e-07,0.000172269598714659,-0.0256163565354435,0.0296492803556291,0.392082314335809,0.999927573044146,-0.052969142447991,0.0112660823470242,9.14337535925334e-06,0.0560741961045479,-0.0414923658724646,0.0166990101728254,0.0142984959468303,0.506872351138334,-0.0183151677879657,0.00890498605767105,0.0401063535512235,0.8605479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg25551168","chr20",3065343,3065344,"AVP (+26)","1stExon;5'UTR","NM_000490","AVP","S_Shore","Weak Repressed PolyComb",-0.0391506064856699,0.00752409247783453,1.95710954772076e-07,0.000306869410285342,0.0887145224963425,"----",1.95710954772076e-07,0.000172269598714659,-0.0668145589845831,0.0301440578462843,0.031641322458656,0.999927573044146,-0.0282377447959353,0.0141062402563009,0.0482850245413876,0.654652803635771,-0.0700508037709155,0.0158537918368866,2.14169166594457e-05,0.080939,-0.0261149563604747,0.0115014859974464,0.0234957898154754,0.8106774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg24360871","chr7",27163929,27163930,"HOXA3 (-4716)","5'UTR","NM_153631","HOXA3","Island","Repressed PolyComb",0.0526904842832893,0.0101286551250443,1.97027420974e-07,1.97027420974e-07,0.743088336056251,"++++",1.97027420974e-07,0.00017309031763637,0.0229208940458858,0.0348052861349128,0.513469980473837,0.999927573044146,0.0643029106418494,0.0173744440835809,0.000367520902715145,0.169315623455908,0.0533327689679443,0.022735931642232,0.0206023228329423,0.540946,0.0485716458801773,0.0164959683131492,0.00334952880939369,0.5725805,0,0,0,0,0,0,0,1,0,1,1,0,0,1
"cg13444413","chr12",58131011,58131012,"AGAP2 (+1017); OS9 (+43108)","1stExon;Body","NM_001122772;NM_014770","AGAP2","Island","Bivalent/Poised TSS",0.0322090528289948,0.00619496198569319,2.00112196902986e-07,2.00112196902986e-07,0.629838362558559,"++++",2.00112196902986e-07,0.00017545829637987,0.0225109101423142,0.0258487135284512,0.388346620407093,0.999927573044146,0.0439351999996448,0.0112615551550873,0.0001830333267023,0.134859079693471,0.0316773834650501,0.0134253923419247,0.0198606062806948,0.5371305,0.0254690654971343,0.00948001861100168,0.00740076461487693,0.6642985,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"cg14778169","chr7",82073751,82073752,"CACNA2D1 (-638)","TSS1500","NM_000722","CACNA2D1","S_Shore","Active TSS",0.0325657679714123,0.00626926878980788,2.05261755873248e-07,2.05261755873248e-07,0.591416093269573,"++++",2.05261755873248e-07,0.000179275856256155,0.0240711019653103,0.0171987202847989,0.168345014847291,0.999927573044146,0.0349513565442843,0.0105765918993515,0.00136148565395611,0.266847044523407,0.0514098627483836,0.0168438749018239,0.00278031094865466,0.3496391,0.026415958481952,0.0102072089853795,0.0098677328070814,0.7100656,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg06008511","chr15",90727886,90727887,"IDH2 (-82151); SEMA4B (-16664)","TSS1500","NM_020210","SEMA4B","Island","Flanking Active TSS",0.0405340232851754,0.00780294601854171,2.05041809979494e-07,2.05041809979494e-07,0.84705760634909,"++++",2.05041809979494e-07,0.000179275856256155,0.0459376663120859,0.025133735170602,0.0740805086426637,0.999927573044146,0.0326608081195173,0.0129771200744975,0.0135935026779622,0.503547733584186,0.0373758762041031,0.0187505868411359,0.0484217243241777,0.6284388,0.0483210268819731,0.0128471278278312,0.000184169166154693,0.2454124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg18280057","chr8",125741158,125741159,"MTSS1 (-489)","TSS1500","NM_014751","MTSS1","Island","Active TSS",0.026362538787236,0.00507793112409518,2.08505238564906e-07,0.000116909007142881,0.163497892694054,"++++",2.08505238564906e-07,0.000181756476576864,0.018834913253942,0.022818351342021,0.41338884671867,0.999927573044146,0.0192946577563999,0.00873841297075122,0.0297555318503969,0.598370683029834,0.0504429601759055,0.0118780431855645,4.21721144893276e-05,0.1028034,0.0225454503735725,0.00774346940087694,0.00371838317949359,0.5898735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg20733077","chr13",50700845,50700846,"RNASEH2B (-782968); DLEU1 (+44539)","TSS1500","NR_002612","DLEU2","Island","Flanking Active TSS",0.0367853668400998,0.00709121683986242,2.13187644915203e-07,2.13187644915203e-07,0.453554210181977,"++++",2.13187644915203e-07,0.000185479424463627,0.0113096996976589,0.0223298533421042,0.614936471906935,0.999927573044146,0.0292594029239519,0.0157610880382535,0.0666275966778238,0.693025588093499,0.0549819624212861,0.0178645956681773,0.002572279201615,0.3449241,0.0390583984397278,0.00965743127575257,5.86885089496797e-05,0.1604804,1,0,0,0,1,0,0,0,0,1,0,0,0,1
"cg07807757","chr7",50894570,50894571,"GRB10 (-94521); COBL (+489925)",NA,NA,NA,"OpenSea","Weak Repressed PolyComb",-0.036871634205856,0.00710850720542712,2.13739823981942e-07,2.13739823981942e-07,0.451372754417822,"----",2.13739823981942e-07,0.00018560153212536,-0.0385183438111127,0.0228099157976695,0.0980522315216374,0.999927573044146,-0.0561652994905461,0.0143715838425555,0.000178722692387627,0.134278231115826,-0.035398307041664,0.0198269889028503,0.0766475826435807,0.6805726,-0.0280159037551859,0.00976716976398334,0.00425825752036346,0.6056387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg08681293","chr19",1221756,1221757,"STK11 (+16017); C19orf26 (+16269)","Body","NM_000455","STK11","S_Shore","Genic enhancers",0.0222985580767222,0.00430182831364833,2.17751807578617e-07,2.17751807578617e-07,0.412176408568305,"++++",2.17751807578617e-07,0.000188721722847102,0.0380150793054955,0.0173672859441999,0.0337182382581085,0.999927573044146,0.0249897622413343,0.00809731857460768,0.00268639986639025,0.325540391120876,0.0344206221018206,0.012509104310649,0.00681928752934373,0.4263439,0.0164311979292718,0.00586416343116826,0.00522880542297439,0.6271406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg24391854","chr11",134254690,134254691,"B3GAT1 (+7556); GLB1L2 (+52923)","Body","NM_018644;NM_054025","B3GAT1","S_Shore","Weak transcription",-0.0235731007240496,0.00455035511716881,2.21295567950395e-07,2.21295567950395e-07,0.66190035843622,"----",2.21295567950395e-07,0.000191424913792792,-0.020555975459899,0.0218832817076532,0.352459608018785,0.999927573044146,-0.0248596688348912,0.0106486564991772,0.0217680715119629,0.560571001156974,-0.00885950313918382,0.0127850041227396,0.489640682839607,0.9152871,-0.0262903162002633,0.00565496066666719,4.03148978989096e-06,0.05266192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg06425868","chr20",44463228,44463229,"SNX21 (+738)","Body","NM_001042632;NM_001042633;NM_033421;NM_152897","SNX21","S_Shore","Flanking Active TSS",0.0291944883357167,0.00563585424253566,2.21724844818832e-07,2.21724844818832e-07,0.873796656173893,"++++",2.21724844818832e-07,0.000191428820763845,0.0461145063393898,0.0281151725837634,0.107785177064096,0.999927573044146,0.0331440682599636,0.0111920122065574,0.00390573694301666,0.363151328163976,0.0301446280509396,0.013262723924797,0.024754344892772,0.5608039,0.0256695303725493,0.00777325336736184,0.00101096118075446,0.4213669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg22697108","chr5",171043406,171043407,"C5orf50 (-169469); FGF18 (+196747)",NA,NA,NA,"OpenSea","Weak Repressed PolyComb",0.0382401014710585,0.00738323832748663,2.22704657330876e-07,2.22704657330876e-07,0.63444146525809,"++++",2.22704657330876e-07,0.000191801991210632,0.0182564699865455,0.0221476467305859,0.41401876086279,0.999927573044146,0.0496528200312685,0.0136974999813895,0.000475967732484761,0.184369352897725,0.0306756600556285,0.0170016771954685,0.0736158675552222,0.6761466,0.0390490993891446,0.0115343628510414,0.00075290915686576,0.3861146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg03218479","chr8",140945782,140945783,"C8orf17 (+2367); TRAPPC9 (+522895)","Body","NM_001160372;NM_031466","TRAPPC9","OpenSea","Quiescent/Low",-0.0287139204486325,0.00554423533429345,2.23008250722519e-07,2.23008250722519e-07,0.543077565626684,"----",2.23008250722519e-07,0.000191801991210632,-0.0287745224938102,0.0237501531376219,0.231871430653679,0.999927573044146,-0.0391993591551665,0.0104734022759289,0.000318430363546982,0.160959054457602,-0.0342161864520339,0.0135378577964374,0.0127467983602042,0.4930343,-0.0209471759575716,0.00785992840694792,0.00788655739903278,0.674119286926892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg16837973","chr17",5138634,5138635,"SCIMP (-480)","TSS1500","NM_207103","C17orf87","OpenSea","Weak transcription",-0.0333202604931321,0.00643530070792776,2.2459991327858e-07,2.2459991327858e-07,0.40595636295103,"----",2.2459991327858e-07,0.000192802982698713,-0.0155858020088711,0.0316358639349853,0.624594588189033,0.999927573044146,-0.0513189305397673,0.0132476584170078,0.000201707439834993,0.137827783799082,-0.0368647121100984,0.0163614598635478,0.0260073430768408,0.5648646,-0.0261687823753364,0.00853914418486353,0.00226914072084639,0.5112373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg25891647","chr11",123232359,123232360,"CLMP (-166371); GRAMD1B (-164170)",NA,NA,NA,"S_Shelf","Repressed PolyComb",-0.0455142107360075,0.00879132207765968,2.25271187491995e-07,0.000823590288001788,0.102387224455301,"----",2.25271187491995e-07,0.000193011582553146,-0.00619170673179241,0.0203053013186469,0.761794500183179,0.999927573044146,-0.0678746843764087,0.0149328628222076,1.6828901658003e-05,0.070243991343668,-0.0539299375768529,0.0242812798139295,0.0281629926252751,0.572695,-0.0410880588481968,0.0151921615276714,0.00701674102557777,0.6589675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg07561747","chr1",200983313,200983314,"KIF21B (+9514); GPR25 (+141231)","Body","NM_017596","KIF21B","OpenSea","Flanking Active TSS",0.0503016360952989,0.00972236829826693,2.29374415360037e-07,4.8874278397978e-07,0.369682155613526,"++++",2.29374415360037e-07,0.000196154297234126,0.0342220420029473,0.0326515827351649,0.300069556007032,0.999927573044146,0.0382428003593777,0.0160154717618635,0.0190137846277858,0.543793999093608,0.0851101610917775,0.0228026865913289,0.000287501536552858,0.1867975,0.0490322742369276,0.0161809407625172,0.00253951717407405,0.5290319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg02506717","chr7",28338790,28338791,"JAZF1 (-118429); CREB5 (-113353)","TSS200","NM_182899","CREB5","OpenSea","Quiescent/Low",0.036758316274354,0.0071081162548219,2.32450922748504e-07,2.32450922748504e-07,0.983299950792117,"++++",2.32450922748504e-07,0.000198408749260761,0.0409718078379699,0.0253127925371864,0.112366076716533,0.999927573044146,0.0387876220148799,0.0141757057912618,0.00747309513059877,0.433436358694909,0.0396985525815436,0.0162144036604592,0.0157499870229244,0.5159872,0.0338108005055896,0.010286137980274,0.00106643462457398,0.4295613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg07503630","chr2",233351564,233351565,"ECEL1 (+973)","5'UTR","NM_004826","ECEL1","Island","Repressed PolyComb",0.0292800873504156,0.00566547085900078,2.36403752496342e-07,2.36403752496342e-07,0.450648853467561,"++++",2.36403752496342e-07,0.000201401249822852,0.04676022254732,0.0181667294393884,0.0133409613809021,0.999927573044146,0.0244342767411634,0.00963947080552922,0.0129584881338315,0.496185827003678,0.0483608178268912,0.0175520171329477,0.00674827860908456,0.426053,0.0248350701599657,0.00841644913596284,0.00328262006781773,0.568342098293464,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"cg23948843","chr2",164204752,164204753,"KCNH7 (-509625); FIGN (+387764)",NA,NA,NA,"Island","Active TSS",0.0290872125489154,0.00562872676479481,2.37073115606773e-07,2.37073115606773e-07,0.967788095479609,"++++",2.37073115606773e-07,0.000201590427124684,0.0339287058616034,0.0182698133962284,0.0697076836109124,0.999927573044146,0.025363392608552,0.00966927299040778,0.010216366510816,0.470018595450215,0.0313752518071912,0.0170924543499653,0.068809854347234,0.6680926,0.0302979040037453,0.00831933022037139,0.000291983819482076,0.293637699381977,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"cg03331474","chr7",27163331,27163332,"HOXA3 (-4118)","5'UTR","NM_153631","HOXA3","N_Shore","Repressed PolyComb",0.0404263795164923,0.00782570192312017,2.39352410457411e-07,2.39352410457411e-07,0.743866523366879,"++++",2.39352410457411e-07,0.000203145287350082,0.0545911630405689,0.0368574581336796,0.145386313769488,0.999927573044146,0.0293724292712699,0.0139028669543943,0.0373657760342352,0.623467826768368,0.0507780439278381,0.0153091112789711,0.00119476489810215,0.2795033,0.0408478910801801,0.0127491639485599,0.00142103922115966,0.4607708,0,0,0,0,0,0,0,1,0,1,1,0,0,1
"cg03193328","chr7",65746852,65746853,"KCTD7 (-458790); TPST1 (+76667)","Body","NM_003596","TPST1","OpenSea","Enhancers",-0.0236446495248809,0.0045779022531754,2.40499472952976e-07,2.40499472952976e-07,0.804217747653919,"----",2.40499472952976e-07,0.000203735150325343,-0.0186551576021001,0.0223094177051579,0.407364686845204,0.999927573044146,-0.0293683948092277,0.00965709833851794,0.00307879764953797,0.339169334703944,-0.0160570194735521,0.0100929581752883,0.114175396698849,0.72943,-0.0245639065552822,0.00630344708865702,0.000107420566362093,0.1998288,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"cg03922423","chr8",144408588,144408589,"TOP1MT (+8477); ZNF696 (+35030)","Body","NM_052963","TOP1MT","OpenSea","Weak transcription",-0.0346335589496103,0.00670849038404021,2.43483739765665e-07,2.43483739765665e-07,0.515751313200861,"----",2.43483739765665e-07,0.00020587623718366,-0.0164131864106995,0.0284523346725033,0.566842439923566,0.999927573044146,-0.0350416098007651,0.0131157506747379,0.00894116129629688,0.452178756617224,-0.0537068872014911,0.0153807340817,0.000665366293436745,0.2393826,-0.0291066681930479,0.00955866733487819,0.00241943512951383,0.5211048,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg27606341","chr5",39219632,39219633,"RICTOR (-145123); FYB (+51126)","1stExon;5'UTR","NM_001465;NM_199335","FYB","OpenSea","Quiescent/Low",-0.0392941581391788,0.00761286196306901,2.44915092429173e-07,2.44915092429173e-07,0.747362494681731,"----",2.44915092429173e-07,0.000206650906563219,-0.0233049980391792,0.0270529186900055,0.393453390817415,0.999927573044146,-0.0342104043207925,0.0157122522212966,0.0320448068783966,0.607033433925833,-0.0550557549201654,0.0180173983931698,0.00274982813879352,0.3484628,-0.0385960626369402,0.0106861209815201,0.000327281556486056,0.3001432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg23904955","chr10",101282759,101282760,"GOT1 (-92410); NKX2-3 (-9930)",NA,NA,NA,"Island","Repressed PolyComb",0.0564389217187571,0.010935143757759,2.45316991205019e-07,2.45316991205019e-07,0.662042348496456,"++++",2.45316991205019e-07,0.000206650906563219,0.0170451043257575,0.0358400224339885,0.636618330403478,0.999927573044146,0.0566111725643275,0.0199931941667273,0.00570250639049349,0.402727936598707,0.0534038106059331,0.0244935632235632,0.0311219418710798,0.5818458,0.0667724687755993,0.017110331001924,0.000105034926419783,0.1998288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg25008444","chr5",67586258,67586259,"SLC30A5 (-803214); PIK3R1 (+74711)","Body;TSS1500","NM_181504;NM_181523;NM_181524","PIK3R1","S_Shore","Flanking Active TSS",0.0457664238609393,0.00886917763501582,2.46731718141372e-07,4.5814075776806e-05,0.192167539373266,"++++",2.46731718141372e-07,0.000207072156214933,0.0380502877286356,0.0221930993898461,0.0931661676586501,0.999927573044146,0.0256627886170244,0.0175621808782082,0.147390520027372,0.790135777544641,0.0813893940634549,0.0196722691219088,6.43439007746366e-05,0.1185124,0.0434594506324988,0.0143502394648264,0.00255419921111404,0.5299908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg13925686","chr17",7239643,7239644,"ACAP1 (-204)","TSS1500","NM_014716","ACAP1","OpenSea","Weak Repressed PolyComb",-0.0351024423366097,0.00680456147301282,2.48718969032671e-07,3.63674725132426e-06,0.302061575858575,"----",2.48718969032671e-07,0.000208348366856504,-0.0336804513326516,0.019245113532769,0.086773064480489,0.999927573044146,-0.0547106082195134,0.0134115005434747,9.66801198102375e-05,0.110948355286484,-0.0408503893570371,0.0187100194762746,0.0308934176171012,0.5815985,-0.02350115576218,0.00976779272578122,0.0164041646787382,0.7702662,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg14645545","chr2",219252551,219252552,"CTDSP1 (-11926); SLC11A1 (+5800)","Body","NM_000578","SLC11A1","Island","Active TSS",0.0353870219660617,0.0068623951313899,2.51396906452328e-07,2.51396906452328e-07,0.538679912264089,"++++",2.51396906452328e-07,0.000210200929156592,0.0340110761648259,0.0336981075118484,0.318116537871908,0.999927573044146,0.0275172263044044,0.0104108061939031,0.00967188998374194,0.462258301679493,0.0280972676986842,0.0162973769158348,0.0871934302384452,0.6960138,0.0491408913877934,0.0116540755829211,2.82765461926392e-05,0.1234552,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg12748890","chr1",27676205,27676206,"SYTL1 (+4842); MAP3K6 (+17177)","Body","NM_032872","SYTL1","Island","Bivalent/Poised TSS",0.0587240977558975,0.0113888534789582,2.51906451911435e-07,3.1999923700174e-05,0.190548163374406,"++++",2.51906451911435e-07,0.000210236926324418,0.118371412145281,0.0437946589766176,0.00959843131893671,0.999927573044146,0.0667845848454235,0.0205348384249736,0.00160676431214053,0.278285380847161,0.08542734197842,0.0287667252089267,0.00358026875762249,0.3717193,0.0358658735677072,0.016647098738834,0.0315652406199003,0.837562098925156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg15014975","chr1",25257547,25257548,"RUNX3 (+33953); CLIC4 (+185700)","Body;TSS1500","NM_001031680;NM_004350","RUNX3","Island","Repressed PolyComb",0.0415922854708902,0.00807367091795367,2.58279865501265e-07,2.58279865501265e-07,0.685628142585736,"++++",2.58279865501265e-07,0.000213800706445451,0.0337135622623618,0.0268092391995843,0.214906851177939,0.999927573044146,0.0545965368417127,0.0137201537034418,0.000138703418534456,0.123326489450499,0.0422863573472317,0.0248647330231055,0.091734020076639,0.7033254,0.0331531789207999,0.0119351900545879,0.0056295937664082,0.635323696557185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg00233028","chr11",44642914,44642915,"TSPAN18 (-143061); CD82 (+55774)",NA,NA,NA,"OpenSea","Weak transcription",0.0532002132598061,0.0103270033146543,2.58323737464474e-07,0.000962536481200903,0.0747508403986799,"++++",2.58323737464474e-07,0.000213800706445451,0.0306575394870505,0.0301121517024365,0.313949870715695,0.999927573044146,0.0255559160751636,0.0186179770049454,0.173235550585651,0.809797869078806,0.104316879146228,0.0257009053878067,8.6679855537039e-05,0.128572850973027,0.0602263310303057,0.0160643242854984,0.000193131960802033,0.2464408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg10662179","chr12",4417170,4417171,"C12orf5 (-13200); CCND2 (+34233)",NA,NA,NA,"OpenSea","Enhancers",0.0489220730589162,0.00949538366669155,2.57454427069677e-07,2.57454427069677e-07,0.427884413063237,"++++",2.57454427069677e-07,0.000213800706445451,0.0188865061414708,0.0257631026267545,0.467227052895064,0.999927573044146,0.0457842806639765,0.0150513461952674,0.00307182628765441,0.339068997965376,0.0778315532572091,0.0251559824083958,0.00244115032156387,0.3409623,0.0526600254356522,0.0166896380898353,0.00167682070454931,0.472678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg23489038","chr12",111619190,111619191,"CUX2 (+147363); FAM109A (+187734)","Body","NM_015267","CUX2","OpenSea","Weak Repressed PolyComb",-0.0243547830617789,0.00472779853834768,2.58548588257104e-07,2.58548588257104e-07,0.473719392837762,"----",2.58548588257104e-07,0.000213800706445451,-0.0131708957673477,0.0211375575492628,0.536293501245272,0.999927573044146,-0.0280800280928903,0.00891583016553356,0.0022132783067845,0.304598337884153,-0.0381623916082332,0.0117091756144924,0.00144221748889274,0.2956744,-0.0189390795338657,0.00664795425526151,0.00452495979115497,0.6131097,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg12309456","chr17",74475402,74475403,"RHBDF2 (+22086); AANAT (+25970)","Body","NM_001005498;NM_024599","RHBDF2","Island","Weak transcription",0.0519614055920424,0.0100865703121053,2.58351300836006e-07,1.56104088252415e-05,0.244956662757191,"++++",2.58351300836006e-07,0.000213800706445451,0.0422482496916268,0.0365937519966579,0.254249390206472,0.999927573044146,0.0329480327026415,0.0149129283680252,0.0296595403690667,0.598111606599762,0.0605266380929627,0.0212172916508967,0.00508076488590493,0.4018464,0.0831400893124259,0.0205652851407225,5.90926533792111e-05,0.1604804,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"cg04768479","chr6",30095292,30095293,"TRIM31 (-14410); TRIM40 (-9494)",NA,NA,NA,"Island","Repressed PolyComb",0.0256112276671882,0.00497223513456756,2.59311215708383e-07,0.000122543649446305,0.144965366663846,"++++",2.59311215708383e-07,0.000214038611976878,0.0613017362157168,0.0163183629709536,0.000483524125239565,0.999927573044146,0.0229312737685225,0.0082450027674276,0.0065820761135964,0.41879376675744,0.0177442820302827,0.0131294053892374,0.178998401581014,0.7870812,0.0225849237704305,0.00786126610167939,0.00419800798851813,0.601430804069706,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"cg19053046","chr6",33048254,33048255,"HLA-DPA1 (+232)","Body","NM_002121","HLA-DPB1","N_Shore","Active TSS",0.0512199111382911,0.00995380220148867,2.66435050417915e-07,3.842648383448e-06,0.285824571321153,"++++",2.66435050417915e-07,0.000219516666082438,0.0631008205530149,0.0255068805222543,0.0171171187028219,0.999927573044146,0.036010738199953,0.0176953012757208,0.0447555288721691,0.645677146985623,0.0882323950493508,0.0235947103039558,0.000280369332631903,0.1860321,0.0410762725605722,0.0167456810910502,0.0144279445376117,0.7481722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg09940311","chr1",183901666,183901667,"APOBEC4 (-279219); COLGALT2 (+105196)",NA,NA,NA,"OpenSea","Enhancers",0.03689240728768,0.00717137638257653,2.68381422414326e-07,2.68381422414326e-07,0.45341693193408,"++++",2.68381422414326e-07,0.000220716783844117,0.00600291419684363,0.0253328981962656,0.813739015306072,0.999927573044146,0.0506977774532845,0.0134362063956614,0.000286612547491276,0.154810726883312,0.0366111789298258,0.018388428100834,0.0486804489310732,0.6289405,0.0339629785790885,0.0103199265213879,0.00105168924605492,0.4263299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg02680086","chr11",57267244,57267245,"SLC43A1 (+16014); RTN4RL2 (+39223)","Body","NM_003627","SLC43A1","Island","Active TSS",0.0368380572785224,0.0071633464197776,2.70995972397052e-07,2.70995972397052e-07,0.570503773265919,"++++",2.70995972397052e-07,0.000222461037996433,0.0191471070542548,0.0225008742179531,0.39920545807213,0.999927573044146,0.0475359787423105,0.0119217473562512,0.00013476734774974,0.122145452328821,0.0418621057367502,0.0166825944339486,0.0133853427590892,0.4988552,0.0283574358283335,0.0120527037135387,0.0189272732340948,0.7859269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
